age,gender,daily_social_media_hours,platform_usage,sleep_hours,screen_time_before_sleep,academic_performance,physical_activity,social_interaction_level,stress_level,anxiety_level,addiction_level,depression_label
17,male,5.8,Both,6.8,1.9,3.8,1.3,low,5,4,4,1
18,female,3.9,TikTok,7,1.4,4,2,medium,3,1,5,0
13,female,5.7,Instagram,5.4,2.9,4,2.2,high,2,1,9,0
14,male,3.6,Instagram,7.4,0.5,4,2.3,medium,3,2,4,0
15,female,3.7,TikTok,6.6,3.2,4,1.7,low,4,3,7,0
15,male,2.5,Both,8.3,1.8,4,2.4,medium,2,3,4,0
18,male,5.8,Instagram,6.9,2.4,4,2.4,medium,5,4,5,1
15,male,2.8,TikTok,7.4,1.3,4,2.3,medium,1,1,3,0
13,male,2.6,TikTok,8,1.4,4,1.7,medium,2,1,5,0
14,female,6.1,TikTok,6.2,2.6,4,2,medium,3,3,6,0
18,male,4.9,Instagram,6.5,2.3,4,2.7,low,4,5,6,0
18,female,6.4,TikTok,5.7,2.7,3.95,1.5,medium,5,2,6,1
19,female,4.7,Both,6,2,3.96,2.8,medium,4,3,4,1
13,male,2.5,Both,7.7,1.2,3.82,1.9,low,3,4,4,0
15,female,5.6,Instagram,7,2.1,3.54,1.8,medium,4,4,5,1
19,female,4.7,TikTok,7.2,1.8,3.87,1.5,low,4,5,4,0
18,female,7.2,Instagram,5.8,3.2,3.95,1.9,high,3,3,8,0
18,male,5.8,Both,6.1,2.5,3.33,1.2,low,4,4,7,1
13,female,1.8,Instagram,9.1,0,4,1.6,medium,1,1,3,0
19,female,6.3,Both,5.6,2.7,3.95,1.3,medium,4,2,6,0
18,female,6.2,Instagram,7,2.5,3.75,1.9,medium,3,2,6,0
15,male,4.2,TikTok,6.7,1.8,4,2.6,medium,2,1,5,1
14,male,1.1,Instagram,8,0.6,4,2.5,medium,1,1,2,0
14,female,2.1,TikTok,6.8,1.7,4,0.7,medium,2,3,2,0
15,male,3.2,TikTok,7.1,1.9,4,3.2,high,2,1,5,0
13,female,2.4,Both,8.7,0.8,4,2,medium,1,1,3,0
15,male,4.2,Both,7.5,2,4,1.7,medium,3,2,3,0
15,male,3.7,Both,8.4,1.1,3.97,2.2,high,5,4,3,0
19,female,3.9,Instagram,8.1,1,4,1.9,medium,4,3,3,0
17,male,5,Both,6.6,1.7,3.52,1.8,low,6,4,5,0
17,male,5.2,Instagram,6.5,2.5,4,2.2,medium,4,3,7,0
14,female,3.7,TikTok,6.7,2.1,3.69,1.5,medium,5,4,5,0
19,female,6.8,Instagram,7.1,2.8,4,1.6,medium,3,2,6,0
19,female,6.5,Instagram,5.6,2.8,3.02,1.5,low,4,5,7,1
16,male,4.6,Instagram,7.6,2.1,4,1.4,medium,1,1,5,0
18,male,4.9,Instagram,7.8,1.6,4,2.2,high,5,2,5,0
19,female,3.5,Instagram,8.5,1.8,4,2.1,medium,4,3,4,0
14,female,3.5,TikTok,7,2,4,2.1,low,2,1,6,0
15,female,3.7,TikTok,7.7,2,3.99,2.2,high,2,1,4,0
14,female,3.3,TikTok,8.6,2.1,4,2,high,1,1,6,0
18,female,3.5,Instagram,7,1.9,4,1.5,medium,4,2,5,0
17,male,3.2,Both,6.6,1.6,3.86,2.5,medium,4,2,3,0
18,female,6.3,Instagram,5.2,2.9,3.12,1.1,low,3,5,9,1
19,male,5.5,TikTok,7.3,2.1,4,1.6,low,4,5,6,0
14,female,3.8,Both,6.6,1.2,4,1.4,medium,3,4,3,1
16,male,4,TikTok,7.2,1.6,3.58,2.7,medium,3,2,6,0
16,female,4,TikTok,7.9,1.3,4,2.3,low,3,3,6,0
18,male,6.1,TikTok,7,2,4,2.4,medium,3,2,6,0
14,female,2.4,Instagram,8.2,1.1,4,2.4,medium,2,1,3,0
13,female,2.6,Instagram,8.2,0.9,4,1.4,high,2,1,3,0
15,female,2.9,TikTok,8.6,1.2,4,2,medium,3,3,4,0
17,male,4,Instagram,7.3,0.8,4,2.1,medium,3,1,5,0
17,male,4.1,Both,6.9,1.8,3.75,2.5,high,3,2,5,0
13,female,2.8,Instagram,7.3,1.3,4,1.8,medium,1,1,4,1
14,female,2.4,TikTok,8.7,0.8,4,1.6,medium,1,1,4,0
18,female,6.5,TikTok,6.9,2.8,3.77,2.1,medium,5,4,6,0
14,male,1.9,Both,8.1,1.5,4,2.6,medium,2,1,4,0
19,male,5.3,Both,8.1,1.3,3.61,1.8,medium,4,3,4,0
14,male,2.5,Instagram,7.4,0.9,4,2.1,medium,4,1,4,1
19,female,7.2,TikTok,7.5,2.3,3.87,1.3,low,6,4,6,1
19,female,5.7,Both,8,1.7,4,0.6,medium,4,1,5,0
17,male,5.7,Instagram,7,2.6,4,2.2,medium,3,1,6,0
17,male,2.7,Both,8.9,1.2,4,2.4,medium,1,1,4,0
15,female,3.8,Instagram,6.5,1.5,4,2,high,3,1,3,0
14,female,4.1,TikTok,7.7,0.7,4,0.9,medium,3,1,3,0
18,male,5.1,Instagram,6.4,2.3,3.62,1.9,medium,4,3,7,0
18,female,6.3,TikTok,7.4,1.8,3.66,0.7,medium,4,3,7,0
19,female,4.9,TikTok,6.4,2,4,2.5,medium,3,4,2,0
13,female,4.2,TikTok,7.7,1.9,4,1.3,medium,1,3,4,0
19,male,8,Both,6.5,3.6,4,2.7,medium,3,2,6,0
19,female,5.1,Both,7.8,1.4,3.62,2.3,medium,4,3,4,1
18,female,4.5,Instagram,8.3,0.3,3.4,1.4,low,5,4,1,1
17,male,6.2,Both,6,2.5,3.82,1.6,medium,4,3,6,1
18,male,6.9,TikTok,5.4,3.5,3.48,2.3,medium,5,3,6,1
14,female,2.4,Instagram,8.3,1.8,4,1.4,medium,3,2,4,0
17,male,4,Both,7.8,1.8,3.99,2.2,high,2,1,3,1
17,male,4.2,TikTok,7.4,1.5,4,1.9,low,4,2,4,0
13,male,1,TikTok,7.9,1.2,4,1.3,medium,1,1,2,1
16,female,2.9,TikTok,6.8,0.9,4,0.7,medium,4,2,5,1
15,female,2.3,TikTok,7.2,1.4,4,1.9,medium,3,1,5,1
16,female,3.1,TikTok,8.7,1.7,4,1.5,medium,3,2,5,1
18,male,5,Instagram,6,2.5,4,1.8,medium,3,3,5,1
13,female,2.8,TikTok,7.1,2.7,4,2.2,medium,3,1,6,0
16,female,5.9,Both,7.2,2.5,3.75,2.4,low,6,5,5,0
18,male,3.8,Both,6.8,1.4,3.91,2,medium,2,1,2,0
15,male,4.7,Both,7.3,1.9,3.96,2,high,3,2,5,0
18,female,4.7,Both,8.3,1,3.96,2.1,medium,3,2,7,0
17,male,4.4,Instagram,7.4,1.5,4,1.4,medium,4,2,4,0
18,female,5.8,Both,8.7,2,4,1.9,medium,2,1,5,0
17,female,3.2,Both,6.8,1.2,4,2.1,medium,1,3,2,0
15,female,4,Both,8,1.8,3.89,2.2,medium,4,2,5,0
16,male,4.2,Instagram,7.5,1.3,3.71,1.2,medium,4,5,5,0
14,female,3.6,TikTok,7.7,2.1,4,1.5,medium,1,1,5,0
15,male,3.8,Instagram,7.7,1.6,4,1.7,medium,2,2,4,0
15,female,6.4,TikTok,6.2,2.4,3.11,1.9,low,6,5,6,0
19,male,4.7,Both,7.4,1.7,4,2.3,low,5,6,3,0
19,male,4.9,Instagram,6,2,3.35,2.8,medium,5,3,5,0
15,female,2.8,TikTok,7.9,1.8,4,1.6,medium,2,1,3,0
19,female,4.8,Both,7.6,1.5,4,1.6,medium,4,2,3,0
14,male,2.2,Both,8.6,0.8,4,2.7,high,1,1,2,0
17,female,5.9,TikTok,7.5,2.1,3.54,2,high,5,2,5,0
16,male,5.7,Instagram,7.5,1.5,4,2.8,medium,2,2,5,0
18,female,4.3,Both,7.6,1.4,4,2,medium,2,3,5,0
19,male,4.5,Both,6.8,1.6,3.46,1.5,low,5,4,4,0
19,male,6.1,Both,6,2.8,3.21,1.4,high,5,4,6,1
15,male,2.8,Instagram,8.4,1.5,4,1.4,medium,4,2,4,0
14,male,3.8,Both,8.3,1.7,4,2.5,high,1,1,3,0
15,male,3.7,TikTok,7.1,2,3.95,2.7,medium,2,1,4,0
15,male,1.7,Both,8.2,0.9,4,3.1,medium,1,2,3,0
14,male,4.9,Instagram,6.4,2.2,4,2.6,low,3,4,4,0
17,female,6.7,Both,7.2,2.5,4,2.4,medium,2,2,8,0
17,female,3.8,Instagram,7.7,1.8,4,1.5,medium,2,2,3,0
15,male,3,TikTok,9.1,1.1,4,1.6,medium,1,1,4,0
13,male,2.8,Instagram,8,0.1,4,2.6,medium,3,3,4,0
18,female,5.4,Both,6.7,2.1,3.22,2,medium,5,3,6,1
16,female,4.8,TikTok,6.8,2.7,4,1.9,high,1,1,5,0
14,male,5.4,TikTok,7,2.6,3.82,2.3,medium,5,2,6,0
19,male,5.3,Instagram,6.5,2.6,3.87,2.3,medium,7,5,6,0
17,male,3.5,TikTok,6.6,2.2,4,2.8,medium,3,3,5,0
15,male,1.8,Instagram,8.6,1.1,4,2.8,medium,1,1,2,0
18,male,4.1,TikTok,7.7,1.8,4,2.4,low,6,3,3,1
14,female,3,TikTok,7.3,1.1,4,2.3,medium,1,1,1,0
18,male,7.2,Instagram,7.2,2.5,3.45,2.4,low,4,2,7,0
13,female,1.9,TikTok,8.6,1.4,4,1.6,medium,2,2,3,0
16,female,4.3,TikTok,7,2.4,4,2.2,medium,5,3,6,0
19,female,5.5,TikTok,7,2.1,3.5,1.1,high,5,4,6,0
15,male,4.9,Instagram,7.6,1.7,4,2.7,medium,2,1,6,0
13,male,5.5,Both,6.3,2.2,4,1.6,medium,3,3,5,0
15,male,2.9,Instagram,7.6,1.7,4,2.3,medium,2,1,5,0
19,female,4.9,Both,6.3,1.2,3.78,1.4,low,3,2,4,1
16,male,5.3,Instagram,8.2,0.9,4,2.4,medium,3,2,6,0
19,male,6.3,TikTok,5.9,2.1,3.79,2.1,medium,4,4,4,0
16,female,6.2,Instagram,8,1.7,3.53,1,medium,2,1,6,0
19,female,6.2,Both,6.6,2.1,3.76,2,medium,6,3,4,1
16,female,3.6,TikTok,7.4,1.5,4,1.5,medium,2,3,4,0
17,male,5.2,Instagram,6.8,1.8,4,2.6,medium,2,1,6,0
14,male,4.3,Both,6.7,2.5,4,2.1,medium,3,2,5,0
18,male,6,TikTok,7.5,2.5,3.72,2.3,low,4,4,5,0
16,male,4.6,Both,5.6,2,3.9,1.6,medium,2,6,6,1
19,male,6.8,TikTok,7,2.9,3.27,1.8,low,5,3,7,0
16,female,5.4,Instagram,7.4,1.6,4,1.6,medium,2,2,5,0
19,male,7.2,TikTok,5.3,3.2,3.82,2.5,low,7,5,7,0
16,male,4.8,Instagram,6.5,1.9,3.83,3,medium,4,2,8,0
18,male,4.8,Both,7.9,2.3,4,1.7,low,3,2,6,0
18,male,5.2,Instagram,6.8,1.5,4,2.6,medium,3,1,6,1
15,male,4.9,Both,6.9,1.2,3.88,1,medium,4,3,5,1
18,male,4,TikTok,7.8,2.1,3.88,1.5,medium,4,1,5,0
16,female,4.4,Both,7.3,2,4,1.3,high,3,3,2,0
19,male,5,TikTok,6.8,1.5,4,1.4,medium,4,3,4,0
13,male,2.5,Instagram,8.3,0.8,4,1.4,medium,2,2,3,0
17,male,6,TikTok,5.7,2.9,3.5,2.3,medium,3,2,4,1
19,female,5.7,Instagram,7.8,1.6,4,1.7,medium,3,2,4,0
17,female,4.6,Instagram,7.3,2.7,4,2,high,1,1,3,0
19,male,3.9,TikTok,8,1.2,4,2.4,medium,4,1,4,0
17,male,5.4,Instagram,7,2.4,4,2.2,low,4,3,6,0
13,male,3.3,Both,8.8,1.3,4,2.5,medium,1,1,5,0
19,female,8,Both,5.9,3.2,3.48,1.8,low,7,5,8,1
16,male,3.6,TikTok,7,1.3,4,1.5,medium,3,1,3,0
13,female,2.8,Both,8.1,1.3,4,2.4,medium,1,2,2,0
16,male,4.3,Both,8.5,1.8,4,1.8,medium,4,2,3,0
14,male,4.9,Instagram,6.8,1.5,3.81,1.7,low,4,4,4,0
17,male,4.4,TikTok,6.8,2.2,3.86,2,medium,4,4,4,0
14,male,3.3,Both,8,1.2,4,1.7,high,2,1,4,0
19,male,6.2,Both,6.7,2.2,3.66,1.9,low,5,3,5,0
19,male,5.7,TikTok,6.5,1.7,3.38,2.3,medium,4,6,6,1
16,female,3.5,Instagram,9,0.3,4,2,low,3,3,3,0
15,male,3.7,Instagram,8.9,1.5,4,1.7,high,1,1,4,0
13,female,3.8,Both,6.9,2.8,4,1.6,medium,2,2,6,0
15,female,2.3,Instagram,7.2,1.6,4,2.4,medium,4,2,2,1
15,female,3.7,Both,6.6,1.6,4,2.1,low,2,2,5,0
17,male,3.7,Both,7.7,1.5,4,3.2,medium,2,1,4,0
17,male,5.9,Both,7.4,2.3,3.9,2.7,medium,3,1,6,0
18,male,3.2,Both,7.8,1.7,4,2.7,medium,1,1,4,0
17,male,3.8,Both,7.8,1,4,1.4,medium,1,1,5,0
14,male,3.5,Both,6.9,2.1,4,2.5,medium,2,1,3,0
15,male,5.4,Both,6,2.5,3.93,2.1,medium,4,3,6,0
16,female,3.9,TikTok,7.7,2,4,1.5,medium,3,1,5,0
17,male,3.8,TikTok,7.8,1.9,4,2.2,high,2,1,4,0
18,female,7.3,Both,5.4,2.7,3.36,2.3,low,5,5,8,0
16,female,2.3,Instagram,8.7,1.5,4,2.1,medium,3,2,3,0
14,female,1,Both,8.5,1.1,4,1.4,medium,1,1,4,0
14,female,3.5,TikTok,8.5,1.4,4,2.2,low,1,1,3,0
13,male,1.9,Instagram,7.4,0.8,4,1.8,low,2,2,3,0
19,female,4.3,Instagram,6.5,1.8,4,1.9,medium,4,5,3,0
15,female,4.4,TikTok,6.7,2.6,3.75,1.7,low,5,3,6,0
17,male,4.8,Instagram,7.8,1.3,4,2,low,2,1,3,0
17,female,3.8,TikTok,9,0.9,4,2.2,high,2,1,4,0
19,male,4,TikTok,7.7,1.8,3.84,1.6,low,4,2,3,0
17,female,5.5,TikTok,6.7,2.2,4,2.8,medium,2,3,5,0
15,female,4.3,Both,6.6,1.9,4,0.9,medium,4,5,3,0
15,male,3.4,Instagram,8.3,1.6,4,1.8,low,1,2,4,0
19,male,7.7,Instagram,5.6,2.7,4,2.3,medium,3,1,8,0
15,female,2.2,Instagram,8.5,1.9,4,2.1,medium,2,2,3,0
14,female,1.2,Instagram,8.6,0.1,4,1.8,medium,1,1,2,0
15,female,2.7,Both,9,0.9,4,1.8,medium,2,2,5,0
15,male,3.4,Both,8,1.5,4,2.3,medium,2,1,4,0
18,male,5.3,Both,7.3,1.3,4,2,medium,2,3,4,0
15,male,3.2,TikTok,7.4,1.4,4,2.8,medium,2,1,4,0
17,female,4.9,Both,6.4,2.8,4,2.2,low,2,3,5,0
18,female,3.5,Instagram,7.8,1.6,4,2.2,medium,4,1,3,0
13,female,4.2,Both,7.3,1.9,4,1.4,low,1,1,3,0
19,male,5.4,TikTok,6.9,1.5,3.5,2.1,high,3,2,6,0
15,male,4.8,Both,7.2,1.6,4,2,low,2,1,5,1
17,male,4.9,TikTok,7.2,1.8,4,1.6,medium,4,3,5,0
13,female,3,TikTok,6.6,1.2,4,2,medium,2,3,3,0
17,female,5.2,Instagram,6.9,2.7,3.73,1.5,medium,3,5,6,0
16,male,4.5,TikTok,6.5,2.1,4,2.5,high,4,3,4,0
17,male,5.3,Instagram,6.6,1.5,4,1.6,medium,4,4,5,0
16,female,5.6,Both,5.8,2.3,4,2.7,medium,4,3,7,1
15,male,3.7,Both,6.2,1.9,4,1.7,medium,2,2,5,0
18,male,5.9,TikTok,5.6,2.8,3.97,2.2,medium,3,3,6,0
19,female,5.4,TikTok,6,2.9,4,2.2,high,4,4,4,0
14,male,4.7,Instagram,8.6,1.4,4,1.9,low,2,2,8,0
14,female,2.2,Instagram,7.9,0.8,4,2.3,high,3,1,5,0
16,female,6.2,Both,7.2,1.7,4,1.2,medium,4,3,7,0
18,female,5,Both,7.4,1.9,4,2.5,medium,3,2,4,0
17,female,2.8,Instagram,7.7,1.6,4,1.8,high,1,2,3,0
17,male,4.7,Both,6.8,2.4,3.25,1.8,low,6,3,5,0
15,male,2.7,Instagram,7.1,1.3,4,2,medium,2,1,5,0
19,female,6.5,Instagram,7.5,2.3,3.43,2.2,low,5,6,6,0
18,male,4.2,Instagram,8.4,1.8,4,1.8,medium,2,3,4,0
15,male,3,Both,6.9,1,3.91,1.8,low,3,3,3,0
15,male,1.2,Instagram,7.1,1.9,4,2,medium,1,1,4,0
18,female,4.5,Both,7.6,1,3.34,1.2,medium,4,3,6,0
17,female,1.6,Instagram,7.5,1.1,4,2.7,medium,2,2,4,0
16,male,2.1,Both,7.7,2.1,4,1.8,medium,2,3,4,0
18,male,5.9,Both,6.3,2.3,3.92,2.5,medium,5,2,6,0
19,male,6.4,TikTok,8,2.3,4,2.2,medium,2,1,3,0
16,male,4.5,TikTok,8,1.7,3.97,1.6,high,2,3,5,0
19,female,4.3,TikTok,7.5,1.7,3.65,1.8,medium,4,3,4,0
18,male,4.9,TikTok,7.3,2.7,3.52,2.5,low,6,3,5,0
17,female,4.5,Instagram,8.6,0.7,4,1.7,medium,3,1,4,0
19,female,4.1,Instagram,6.5,2.5,4,2.4,low,4,2,3,0
19,male,7.3,Both,6.2,2,3.69,2.6,medium,4,2,7,0
18,female,6.1,Both,6.8,2.2,3.89,2.3,medium,6,7,7,1
16,female,3.7,TikTok,8.1,1.4,4,1.6,medium,1,1,5,1
15,female,3.5,TikTok,7.5,1.8,4,1.3,medium,3,2,5,0
19,female,5.8,Instagram,6.3,1.4,4,1.5,medium,2,3,6,0
15,female,1,Both,7.8,1,4,1.9,medium,1,1,2,0
14,female,2.7,Instagram,7.2,2.3,4,2.1,medium,3,3,4,1
14,female,2.2,TikTok,8.3,0.5,4,0.8,medium,2,2,3,0
13,male,1.3,TikTok,9.4,1,4,2.1,medium,1,1,3,0
13,male,2.2,Instagram,7.4,0.8,4,2.2,medium,2,1,4,1
14,male,5.2,Instagram,7.1,2.3,3.56,2,medium,7,6,6,0
17,female,5.3,TikTok,7.8,2.1,4,2.5,medium,3,2,7,0
15,male,2.8,Both,9.3,1,4,2.3,medium,2,1,5,0
19,female,6.2,Both,6.3,2.6,4,2.5,medium,3,3,6,0
14,female,4.7,Both,6.9,2.8,4,1.7,medium,4,4,2,1
15,female,4.6,Instagram,7.6,1.8,4,2.3,medium,3,1,6,0
15,female,3.6,TikTok,7.4,1.9,4,2.7,medium,2,2,4,0
16,female,3.2,Both,8,0.8,4,2.5,low,4,2,3,0
17,male,5.3,TikTok,7.5,1.6,3.94,1.6,medium,5,4,5,0
15,female,4,Instagram,5.7,1.9,4,1.7,low,4,4,4,0
17,male,5.6,Instagram,6.8,2.9,3.91,1.9,medium,1,3,7,0
18,male,5.8,Instagram,6.8,2.4,3.87,2.4,medium,3,4,4,0
14,male,4.3,TikTok,7.3,1.6,3.58,2.5,medium,6,5,4,0
18,female,4.4,Both,8.5,1.8,4,1.4,low,3,4,5,0
16,female,5.6,TikTok,6.8,1.6,3.7,1.9,medium,5,4,6,0
18,female,5.2,Both,6.5,2.4,3.09,0.8,medium,6,5,6,0
13,male,5,Instagram,8,2.4,4,2.9,high,3,3,5,0
13,male,1.7,TikTok,7.8,0.8,4,1.9,medium,1,1,2,1
18,male,7.1,Both,6.2,2.4,3.75,2.1,medium,2,2,6,0
19,female,5.7,Both,6.7,2.3,3.39,1.6,medium,5,4,6,1
18,female,4.2,Instagram,8,1.5,4,2.4,medium,2,1,6,1
16,male,3.4,Both,7.7,1.5,4,0.7,medium,3,1,2,0
16,female,3.6,TikTok,6.1,2.6,4,1.8,medium,2,3,4,1
17,female,5,Both,6.8,1.9,3.97,1.8,low,3,3,4,0
18,female,5.6,Instagram,6.6,2,3.78,1.6,low,4,5,4,0
18,male,4.3,Instagram,7.4,1.5,4,3,medium,3,1,5,0
15,male,3.5,TikTok,7.6,1.9,4,1.7,medium,1,1,5,1
16,male,6.6,Instagram,6.8,2.4,3.76,2.5,medium,5,4,7,0
13,male,4.6,Both,6.3,1.6,4,2.3,medium,2,3,6,0
18,male,5.5,Both,7.1,2.8,4,2.7,medium,1,2,5,0
19,male,5.5,TikTok,6.6,2.9,3.51,1.8,medium,4,4,5,0
18,female,5.1,Both,8,1.7,4,1.4,medium,3,1,7,0
15,male,4.2,Both,8.2,0.8,4,2.7,high,2,1,4,0
14,female,1.8,Both,8.5,1.5,4,2.1,high,3,2,4,0
16,female,3.7,Instagram,7.9,1.3,4,1.1,high,3,1,4,0
13,female,1,Both,8.9,1.2,4,1.6,medium,1,1,1,0
16,female,4.5,TikTok,8.1,0.9,4,2,medium,1,1,2,0
15,female,4.3,Instagram,7,2.2,3.93,2.3,low,4,2,4,0
19,female,4.9,Instagram,8.8,1.4,4,1.5,medium,3,4,6,0
15,male,5.4,Instagram,7.2,2.5,3.43,0.7,low,3,4,7,0
18,female,3.5,Instagram,7.9,1.6,4,2.1,medium,1,1,5,0
14,female,1.2,Instagram,7.8,0.4,4,1.2,medium,4,1,1,0
17,female,4.8,Both,6.5,1.7,4,0.8,medium,3,1,6,0
13,male,3.8,Instagram,7.4,2,4,0.7,medium,2,1,4,0
19,female,7.5,Both,6.3,2.8,2.99,2.2,medium,5,5,7,1
18,male,4.4,TikTok,6.7,2.1,4,2.2,medium,2,1,5,0
18,male,6.3,Instagram,6.1,3.4,3.76,2,medium,2,3,6,1
14,female,3,Both,9.1,0.6,4,2.5,medium,1,1,5,0
13,male,2.3,Instagram,7.9,2,4,2.5,medium,3,2,3,0
17,female,5.6,Instagram,6.2,2.2,3.61,2.6,medium,3,2,4,0
13,male,3.3,Both,7.8,1,3.51,1.5,high,6,4,4,0
15,female,1.6,Both,8.1,0.3,4,1.8,medium,1,1,2,0
15,male,5.3,Both,6.8,2,4,1.3,medium,3,1,9,0
17,male,6.2,Instagram,6.1,2.8,4,2,low,3,2,7,0
16,male,3.2,Instagram,7.4,1.4,4,2,medium,3,3,3,0
17,female,5,Both,5.8,2.8,4,2.1,medium,3,3,4,0
15,female,4.1,TikTok,7.7,1,4,1.9,medium,3,3,2,1
19,female,5.8,Both,6.5,2.2,4,2.1,low,3,3,5,1
13,male,1.8,Instagram,6.7,0.4,4,2.5,medium,1,1,3,0
15,male,2.7,Both,8.9,1.5,4,3.2,high,1,1,5,0
19,male,5.5,TikTok,7.3,2.6,4,1.9,high,1,1,7,0
13,female,3.9,Instagram,7.3,1.5,4,1.4,medium,2,2,5,0
13,female,3.2,TikTok,8.4,0.2,4,2,medium,2,3,3,0
13,female,2.1,Both,7.3,1.2,4,1.4,low,2,2,3,0
13,female,3.4,TikTok,8.5,1.7,4,2.6,high,3,3,4,0
16,male,1,Both,9.4,1,4,2,medium,3,2,4,0
13,male,3.9,TikTok,7.1,2.3,4,1.9,high,2,1,5,0
18,female,2.9,TikTok,8.7,0.8,4,1.6,low,1,1,3,0
18,female,4.6,TikTok,7.1,2.2,4,2.2,medium,3,3,3,0
18,male,3.7,Both,6.3,2.2,3.87,2,medium,3,1,4,0
17,female,2.9,Both,8,0.5,4,1.5,high,2,1,4,0
14,female,4.4,TikTok,7.2,2,3.95,2.7,high,2,1,4,0
14,male,2.4,TikTok,7.8,1,4,1.7,medium,1,2,2,0
13,female,2.9,Instagram,7.7,1.3,4,1.9,medium,2,1,4,0
15,female,3.4,Both,7.4,1.7,4,2.2,medium,2,3,3,0
16,female,4.6,TikTok,7.3,1.6,4,1,medium,4,2,6,1
16,male,4.1,Instagram,7.6,1.4,3.85,2.4,medium,3,1,4,0
15,male,2,TikTok,7.4,1.1,4,1.6,medium,1,2,2,0
16,male,5.2,Both,6.9,1.5,3.17,2.5,low,5,4,4,0
15,male,2.9,Both,7.3,0.8,4,1.7,medium,1,2,4,0
18,male,3.1,Both,8,1.8,4,2.5,high,1,1,6,1
14,female,2.5,Instagram,6.9,0.7,4,2.4,medium,3,4,4,0
15,female,5.3,Both,7.5,2.4,4,2.3,medium,2,2,5,0
16,female,5,Both,7.8,2.2,4,2,medium,3,2,6,0
16,male,3.6,TikTok,7.9,0.7,4,2,medium,1,1,3,0
17,female,4.1,TikTok,6,1.4,3.44,1.5,medium,5,5,6,0
14,female,2.6,Instagram,7.3,1.9,4,2.6,medium,3,1,4,0
17,male,7,TikTok,6.7,2.1,4,1.8,medium,2,2,4,0
18,male,5.5,Both,6.4,1.9,3.71,1.6,low,2,2,4,0
13,female,3,Instagram,7.3,1.6,4,2.2,medium,4,1,5,0
14,female,4.2,TikTok,8,2.2,4,1.4,low,2,2,5,0
18,male,5.3,Both,7.4,2,4,1.6,medium,3,1,4,0
19,male,5.2,Both,6.6,1.8,4,1.4,high,1,2,4,0
13,female,2.3,Both,6.6,1.9,4,1.6,medium,2,2,2,0
16,female,3.9,Instagram,6.7,2.5,4,1.8,medium,3,2,5,0
13,male,2.5,Both,7.5,1.7,4,2.3,medium,3,3,6,1
14,female,3.9,Instagram,7.7,1.7,4,2.3,high,1,1,5,0
19,male,5.6,Instagram,6.8,1.8,4,2.4,medium,2,3,7,0
17,male,5.4,Both,7.5,1.7,3.64,2,medium,4,4,6,1
16,male,3.9,Instagram,8.4,1.9,3.96,2,medium,4,1,5,0
13,male,2.6,TikTok,8.2,1.5,4,2.4,high,1,3,6,0
16,female,1.6,Both,7.7,1.7,4,2.5,high,3,1,3,0
14,female,4.1,Both,7,2.1,4,1.9,medium,3,1,5,0
15,female,3.9,Instagram,7.7,0.9,4,1.6,low,4,1,5,0
15,female,4.7,TikTok,7.6,2.4,4,1.3,medium,3,2,7,0
17,male,1,Instagram,8.3,0.3,4,1.4,medium,1,1,1,0
16,female,6.5,TikTok,6.7,2.3,3.94,2.2,medium,4,3,6,0
17,male,4.3,TikTok,7.2,1.9,3.85,2.4,high,4,2,5,0
13,male,3.8,Instagram,6.6,2.6,4,2.4,medium,2,2,6,1
19,female,4.3,TikTok,5.6,3.3,4,1.7,medium,4,3,6,0
15,female,4.2,Instagram,7.3,2.1,4,2.5,medium,2,1,3,0
14,female,1.7,TikTok,8.2,0.9,4,1.6,medium,1,1,4,0
13,female,1.8,Instagram,8.3,1.3,4,2.3,medium,4,1,2,0
19,male,7.8,TikTok,5.5,3.3,3.86,2.1,medium,4,4,7,0
13,female,2.3,Both,8.8,1,3.91,1.5,high,2,1,2,0
19,female,5.8,Both,5.7,3.1,3.43,2.1,high,4,4,9,1
14,male,4,Instagram,8.3,1.8,4,2.3,low,4,4,5,0
13,female,3.1,TikTok,6.5,1.7,4,2,low,3,1,3,0
18,male,5.2,Both,7,2.4,4,2.1,medium,3,4,6,1
13,female,2.9,Both,7.9,1.6,4,1.8,low,1,1,5,0
16,male,6.9,TikTok,5.7,3,4,3.3,medium,5,6,7,1
18,female,4.9,Both,7.5,1.7,4,2.4,high,1,1,6,0
16,male,4.2,Instagram,8.2,1.5,4,2.5,high,3,1,4,0
18,male,6.3,Both,5.6,1.8,3.71,2.2,medium,3,4,5,0
16,male,5.3,TikTok,7.1,2.3,4,2.6,medium,5,3,4,1
18,female,6.4,TikTok,4.9,2.8,4,2.1,low,5,4,5,0
18,female,5.8,Both,6.1,2.5,3.9,1.8,medium,5,4,8,1
18,female,3.6,Instagram,8,2.4,4,1.7,medium,3,2,6,0
17,male,6.5,Both,6.2,2.4,3.71,2.1,medium,2,4,6,0
14,female,1.6,Instagram,7.3,1.3,4,0.3,medium,2,1,4,0
17,male,4.9,TikTok,7.3,1.4,3.67,2.2,medium,4,3,5,0
13,male,1.6,Both,9.5,0.8,4,1.9,low,1,1,2,0
16,male,3.9,Both,6.1,2,4,2.9,low,4,3,4,1
19,male,5.9,TikTok,5.9,2.7,3.5,2.1,low,5,5,6,1
13,female,2.9,Both,8.7,1.2,4,1.3,low,1,1,3,0
